40,1
460,13
500,1
-60,1
-340,9
0,1
-40,1
-80,1
-80,2
-20,1
0,1
-20,1
0,1
0,1
-20,1
80,4
-40,1
-40,1
-100,4
-60,1
-140,8
-40,1
-240,8
0,3
100,4
0,4
0,3
0,3
0,3
0,3
0,3
0,3
440,7
4440,22
0,3
3020,8
